,comments,dateStamp
358,"Please see case brought by 1,000 lawyers and 10,,000 medical professionals against CDC and WHO.  Yhe case states that the Nuremgerg code is being disregarded and the contents of the vaccines are very dangerous.  They state Bill Gates, Antony Fauci, and Blackrock ownthe patents to COV-19 and to the Vaccine",2021-05-27T19:49:05Z
359,Why do these comment sections attract idiots?,2021-05-27T19:31:55Z
360,"STOP FUCKING SPREADING FEAR! First you wanted us all to get the vaccine, now your just feeding us stories about how deadly it is.",2021-05-27T19:31:11Z
361,Hi 🤖’s 👋,2021-05-27T19:29:33Z
362,Funny this pops up after my chest started tingling,2021-05-27T19:24:35Z
363,Ogod🙏🏽💞 🌚,2021-05-27T19:21:55Z
364,"Find some real news to present! If there is a ""firm link"" then fine talk about it!",2021-05-27T19:13:56Z
365,It’s 18 now and rising. Stop downplaying vaccine side effects!,2021-05-27T19:13:32Z
366,"Don't forget that the vaccines are all ""experimental"" and none of them are FDA approved yet.",2021-05-27T19:09:32Z
367,"But the “vaccine” is safe, all those people dying aren’t dying from an experimental drug.",2021-05-27T19:05:01Z
368,"I love how people treat the CDC like they know what they're talking about.

They're government workers. No better than the DMV or USPS. Wake up people. They are just as incompetent, just as inept. Stop treating the CDC like they're knowledgeable and scrutinize what they say. When you look it up for yourself, you see what hacks and morons they are.",2021-05-27T19:05:01Z
369,when your catchy headline video has more dislikes than likes you know you done messed up. Just lost any and all respect for ABC news I had left. Stop this shit please.,2021-05-27T19:00:50Z
370,""" possible "" ...    Come in news... Just want the views all for the ratings. 
"" This just in the sky is blue """,2021-05-27T18:59:56Z
371,"The comments say it all. Oh, and Don Lemon is a straight up DEMON.",2021-05-27T18:58:18Z
372,Queensland pulls AstraZeneca vaccine following more cases of blood clots,2021-05-27T18:56:53Z
373,They post this a couple days after I got my vaccine ok 👌🏻,2021-05-27T18:55:48Z
374,"They literally say there is no more of this heart inflammation disorder showing up in vaccinated patients than shows up in a given year in the general population normally, and yet here we've got 1000 doomsayers in the comments who all think this is some kind of breaking news the vaccine is unsafe.",2021-05-27T18:53:26Z
375,"People are against vaccines, and I respect that. To those folks, stop eating hormone infused meats, flouride infused water, insectocide  veggies and fruits, air filled with carbon dioxide(gotta breathe right?).  This Country is toxic and it always will be. Make self based choices. Stop with vaccines = Zombie movie Bullshit. 😷 Mask up and be safe.",2021-05-27T18:49:28Z
376,Only an idiot would get vaccinated!,2021-05-27T18:45:11Z
377,"14 cases out 168 million and people are freaking out over it. LMFAO do you people not realize any medication you take can give you side effects? Look at the box of anyhing you take and you will see a list a mile long of ""potential"" side effects.",2021-05-27T18:45:07Z
378,"It happened to my friend nephew. 20 years old. Ended up at the ER, just like so many of the teens that got it.",2021-05-27T18:44:47Z
379,https://youtu.be/kImpAQbchDU,2021-05-27T18:44:13Z
380,CDC is corrupt just like every other part of our government.,2021-05-27T18:43:34Z
381,Wait until people start dying of heart attacks and strokes who never had any health issues before taking the vaccine!,2021-05-27T18:34:27Z
382,"The media blows, we dont care what u think. Later.",2021-05-27T18:33:59Z
383,Lmao aaaaand this is why I didn’t get it.,2021-05-27T18:30:34Z
384,"How many people had the, Bird flu, N1H1 and or the Swine flu vaccine? Did you get sick ?
I plan on waiting for a better incentive to be vaccinated, perhaps if the virus is that abundant or strong wouldn’t it be a law, similar to vaccines as kids have to in order to attend public schools? 
I don’t want to argue with anyone it just seems odd, especially as it’s free, flu shots aren’t free and child immunizations are also not free, IMHO.
Again not here to name call or argue, only allegedly sharing my opinion.",2021-05-27T18:21:52Z
385,Hmm I’m going to give this a little bit longer to be looked into it then I’ll make my appointment to get the shot. Plus I get really scared of shit like this because a dude already got enough health problems 😂,2021-05-27T18:20:50Z
386,"It’s been around 500,000 deaths since last July! Vaccine, has HIV spike proteins and 72 other viruses in it. Vaccine is the pandemic not covid. Get ready. In a couple months people will start dying. Don’t take Fauci’s 2-shot!!!",2021-05-27T18:16:34Z
387,Dr. Ashton is such a Cougar,2021-05-27T18:13:50Z
388,"Buteyko squat exercise:

THIS BUTEYKO EXERCISE STRENGTHENS IMMUNITY SIGNIFICANTLY
The exercise is simple: exhale unforced, pinch your nose with two fingers (the mouth remains closed) and squat until it becomes difficult to continue without breathing. After the exercise, breathe exclusively through the nose, breathing in as little as possible, until your breathing becomes calm.

In the beginning, you usually manage to squat 5 to 20 times at a time without taking a breath, this depends on your health condition. Less than 10 is bad. More than 20 is excellent.

After your breathing calms down, repeat the exercise 3 to 5 times. Repeat this series of exercises a few times a day. Optimally, the number of squats should be around 300 per day. Make sure that the degree of the exercise remains pleasant.

Buteyko training significantly strengthens immunity and protects against viral infections. This was clinically proven during research at the First Moscow Medical Institute in 1983.",2021-05-27T18:08:30Z
389,"Myocarditis is well known in long COVID and in patients who had a seemingly “minor,” cases of COVID19. It may be related to a vasculitis (inflammation of the small blood vessels in the myocardium (heart muscle) an/or an autoimmune response, the body attacking self because the spike protein attaches to the ACEII receptor, present in blood vessels. Some individuals are more susceptible than others . The vaccinated do better than non vaccinated with the condition. Author is an MD.",2021-05-27T18:06:51Z
390,"Revelation 13:16-17 (KJV)  And he causeth all, both small and great, rich and poor, free and bond, to receive a mark in their right hand, or in their foreheads:
And that no man might buy or sell, save he that had the mark, or the name of the beast, or the number of his name. Revelation 19:20 (KJV)  And the beast was taken, and with him the false prophet that wrought miracles before him, with which he deceived them that had received the mark of the beast, and them that worshipped his image. These both were cast alive into a lake of fire burning with brimstone.",2021-05-27T17:52:18Z
391,"""Not Greater Than the Background Rate"" Translation: We needed a catchy headline to suck people in without any real story.",2021-05-27T17:49:07Z
392,"THIS IS A THING YOU NEED TO KNOW!!! (this isn't really a thing, but while you're here, click Subscribe!).",2021-05-27T17:48:03Z
393,"well of course they will never admit to it.,,, thats the best you can come up with for ""news""???... smh",2021-05-28T23:54:29Z
394,"It's an experimental medication, and everyone taking it is the guinea pig...  but any adverse effects are written off as not associated with it.  Yeah right.  This is why I'll never take their crap vaxx... they are covering up the damage, just like they shield the companies making it from any liability.  Their motives are suspect, and it's evil. Especially how they are trying to FORCE everyone, even little innocent children into taking it.  Any damages and you are ON YOUR OWN dealing with the aftermath.",2021-05-28T14:22:09Z
395,just take the jab.,2021-05-26T23:45:16Z
396,"If not linked,how could all happened within four days of the second  dose?",2021-05-26T07:28:09Z
397,CDC is so full of crap all their eyes turned brown,2021-05-25T21:14:52Z
398,"There is absolutely no way we eradicated the flu and other respiratory illnesses and replaced them all with a new virus with exacr same symptoms ""covid19"" in 1 year wake up people",2021-05-25T21:14:34Z
399,People are stupid why would you give a teen and child a vaccine especially since there is ample research stating that covid isn’t transmitted as fast in younger people. I went to school with 3 kids in total that had covid every single person they were around didn’t catch it and even my friends girlfriend who he was kissing right before testing positive didn’t get it. Covid tests are NEVER 100% accurate with one test site saying positive and the second saying negative (these were2 different hospitals housing my grandmother) first hospital was negative second hospital was positive.,2021-05-25T18:34:08Z
400,"There is Never going to be a link to covid vaccines in these death or illness. 
They are going to cover their own asses.
Who is covering your children's assses?
Get your mind right. 
Save your damn children or parish as fools.
Go to your doctor and ask for ivermectin or hydrochlorquine as an alternative from getting that shot.  
Do not use your children as lab rats if you love them so much.the covid vaccine doesn't prevent or cure anything because IT IS NOT A VACCINE. 
You soon learn the truth.  
you better listen",2021-05-25T17:57:38Z
401,https://www.wtnh.com/news/health/coronavirus/could-the-covid-vaccine-enlarge-hearts-in-children-more-than-a-dozen-hospitalized-in-ct-cdc-investigating/…. NO CONNECTION??!  Ask a pediatrician how many patients with myocarditis have they had in all their years of practice…,2021-05-25T17:01:07Z
402,"So far, 18 children in Connecticut alone have been hospitalized for heart inflammation. Is this a ""small number"", for a condition that is ordinarily very rare?  How many reports throughout the country at this point have there been...hundreds? Even if most of these cases turn out to be ""mild"", what are the long-term effects of having had inflammation of the heart at an early age? How many children have symptoms but parents aren't making the connection and not seeking treatment? Is this an acceptable risk for a virus that so few children have serious problems with?  Article about the cases in CT: https://www.wtnh.com/news/health/coronavirus/could-the-covid-vaccine-enlarge-hearts-in-children-more-than-a-dozen-hospitalized-in-ct-cdc-investigating/",2021-05-25T15:12:13Z
403,People should have been concerned about this over a year ago stop being there guinea pigs they're injecting you with poison stop believing everything they tell you,2021-05-25T12:59:20Z
404,Anyone injecting children with the HIV Covid19 vaccine needs to be tried for crimes against children.,2021-05-25T10:52:55Z
405,"According to CDC data, only 72 children in the United States have died with Covid19 and all had co-morbidity complications.  So there should NOT be ANY EXPERIMENTAL VACCINES GIVIN TO CHILDREN ....PERIOD!",2021-05-25T06:31:22Z
406,"G.E.N.O.C.I.D.E.  There, I literally spelled it out for you.",2021-05-24T22:38:43Z
407,What lunatic parent would ok their child to get the jab?,2021-05-24T22:20:02Z
408,how many children died of covid-19 in the USA....   350   incases you missed that on the CDC web site.  So why would they need these shots?,2021-05-24T21:58:12Z
409,How could a rushed vaccine with a novel delivery mechanism and no long term studies have negative side effects?!,2021-05-24T20:57:34Z
410,"Wow, pfizer said there's no connection so it must be true.",2021-05-25T06:29:52Z
411,"Hi everyone I’m a producer/songwriter I just released my first song called is “DSM-21”
Stands for don’t save me 2021 referring to the vaccine. No offense to anyone that got the shot I respect everyone’s decision but I really can’t stand that this shot is being shoved down everyone’s throat.
Follow me on Facebook N0B0DY 
Instagram N0b0dy_1127

https://open.spotify.com/track/0FtWe4bicgFrP3IKIEtfnE?si=oJcZ9SYTTHuGbD4Ajvgc-w",2021-05-30T13:50:06Z
412,"Young healthy people are statistically more likely to be killed by a drunk driver than CV-19.  Just get the flu from China that our government paid for and be done with it.  You don't need an experimental vaccine that may or may no protect you from all the strains.  And don't forget, it's only 96% effective.  That's 1 in 25 that it isn't effective for?  The average age of those who have died WITH coronavirus is 82.  The average life expectancy in the USA is 78.  So, we're doing all this to help DELAY DEATH (can't ""save"" lives as we all die eventually) for those that have already lived past life expectancy?  Doesn't make sense to me.  ""Slowing"" the spread was the stupidest thing we could have done.  If we just let it run through the planet, we'd have been done in four months.  Instead, we have many variations, lost dreams, closed businesses, finances in ruins, educations lost... and we all got it anyway.  Can't control a virus!!!  18 months later, we still aren't controlling it, even with masks, closures, distance, etc.  CANT.  CONTROL.  A.  VIRUS.",2021-05-30T13:19:08Z
413,"people are whining for no reason, just have good genes and you'll be fine and if you don't have good genes, then you were about to leave us soon anyways, so why complain",2021-05-30T06:10:27Z
414,Children are dying from the experimental untested dangerous vacc1ne. It is child abuse to let ur kids get the injection. The survival rate for children from the v1rus is 99.994 percent. Don't let those evil scum kill ut kids. WAKE UP!,2021-05-30T03:34:20Z
415,Never give a brand new vaccine to the world even if its a pandemic without knowing what it will do and how long it'll last,2021-05-30T03:31:25Z
416,"Am here to let the world know what Dr OSABA on YouTube has done for me, I have been diagnosed with HERPES since 2012, I came across Dr OSABA on YouTube how he has cured a lot of people I decided to reach out to him on YouTube, am a living testimony am free from HERPES VIRUS",2021-05-30T00:09:10Z
417,Dr. Sherri Tenpenny tells the truth about the v a x on www. Brand new tube. Com,2021-05-29T23:21:53Z
418,"Anyone getting this vaccine or pushing for others to get it, deserves the side effects that follow mass experimentation. #isolatethevaccinated",2021-05-29T21:01:05Z
419,https://youtu.be/GiHSKGN2b7U,2021-05-29T19:53:56Z
420,"as a young woman, I am scared of this vaccine but I am also scared of covid so idk what to do",2021-05-29T19:34:27Z
421,And all these people at that game are the sleepers who have no clue what is going on. There suporting the deep state illuminati. Sports are for the unawaken,2021-05-29T15:27:17Z
422,"Understand everyone hydroxychloroquine and Regeneron if you research which is something people must do, to stop believing everything everyone tells you. But these two drugs are listed as vaccines. This is what Trump has told you when getting a vaccine. Not some  experimental drug. But stupid people do stupid things. These two drugs Hydroxychloroquine and Regeneron have been around for a long time. And these two drugs are safe but these vaccines coming out are not ok'd they are experimental WAKE EVERYONE DO YOUR RESEARCH AND STOP BEING LAZY.",2021-05-29T15:25:23Z
423,"Do not get vaccinated. Why? ""Vaccines are unavoidably unsafe"" United States Congress
1.) All of the manufactures of the ""Covid-19"" spent no more than 4 days researching and testing for safety.
2.) All of the Pharmaceutical companies that produced the ""covid-19 vaccine"" have criminal records and fines that reach into the billions.
3.) Side effects include blood clots, and death.
4.) In America, vaccine manufactures are liability free.
5.) The WHO and CDC say them selves, survival rate is 98-99% depending on your age. 
6.) The vaccine has a new technology that has never been used before in humans that corrupts DNA. (this does not sound safe) 
https://archive.org/details/virus-mania-how-the-medical-industry-continually-invents-epidemics/page/n3/mode/2up
https://www.bitchute.com/video/MALam7cVrmGY/
https://www.bitchute.com/video/bR5HF0hNzZvI/
https://www.bitchute.com/video/cqLd8N08U4xN/
https://archive.org/details/deadly-deception-robert-willner_20201031
https://www.congress.gov/bill/99th-congress/house-bill/5546",2021-05-29T14:51:13Z
424,"Only 50% of the FDA, NIH, and CDC are willing to take this experimental jab.",2021-05-29T14:43:37Z
425,http://academic.logos.com/the-covid-vaccine-has-666-written-all-over-it-and-why-that-doesnt-matter-according-to-revelation/,2021-05-29T14:29:11Z
426,"The WHO and CDC both admit the survival rate of Covid-19 is 98-99% depending on age. They also say children have a .00007% chance of getting Covid-19. This means children are more likely to get struck by lighting and winning the lotto in the same day. So why get an experimental vaccine  from proven criminals? Side effects include death on the insert labels. 

COVID-19 is fake. Why? Because there is no study that proves the virus has been isolated and purified. Case numbers are based on the gold standard RT-PCR tests which are fake results. PCR can not diagnose infectious disease. Virologists deceive them selves and the public when they find SARS spike proteins and mentally construct a gnome and pass it off as a virus. 

Death toll figures are fake: 'WHO international death certificate protocol' which instructs MD's to ""Suspect"" cause of death due to Covid-19 even when a patient died from pre-existing conditions like pulmonary heart disease, kidney failure, influenza etc. 

Global health statistics show mortality rates are under or average based on the last 3-5 years including India, UK and America. 
There is no hard data that wearing a face mask prevents the spread of an infectious disease. 
There is no proof that locking down society and social distancing prevents the spread of an infectious disease. 

""Vaccines are unavoidably unsafe"" declares the United States Congress. 
FDA has not approved a single Covid-19 vaccine. All of the Vaccines spent no more than 2-4 days in clinical studies! There is no evidence that proves the vaccines are safe and effective. All of the pharmaceutical companies that have produced Covid-19 vaccines have proven criminal records reaching into the billions in fines and settlements. Mislabeling, Fraud, Fabricating data, and knowingly putting toxic chemicals into their products are just some of their scrupulous behavior patterns. What evidence shows us we can trust them?",2021-05-29T14:27:15Z
427,Dumbasses using thier perfactly healthy children as Guinea pigs 🤗,2021-05-29T13:08:38Z
428,The amount of people claiming their loved ones died after taking these vaccines is concerning. I won't take it,2021-05-29T12:14:01Z
429,"The company who made these vaccines are Johnson & Johnson who were also sued for selling baby powder that was causing cancer? Yet you guys trust them enough to allow them to inject unknown substances into your bodies? I’m not no lab rat, and it scares me how many people are actually voluntarily taking these vaccines just because they are being told to.. imagine when they start actually enforcing the mark of the beast to buy or sell goods? Wow..",2021-05-29T07:58:47Z
430,"Fact#1.The CDC quit calling Covid a Pandemic weeks ago. Fact #2. The WHO retracted their Covid morbidity and modified to show a 0.07 death rate (less than the annual flu) Fact#3. Tuberculosis  killed 1.5 million people last year. Covid has actually killed less than 150 thousand. Fact#4. You are a brainwashed government minion if you are still acting like Covid is scary stuff, when what you should fear is your dictatorial government over-reach.",2021-05-29T05:18:51Z
431,"Quick poll. What’s your favorite vaccine adverse effect?
A. Stroke
B. Heart attack
C. Thrombocytopenia w/ bleeding
D. Thrombocytopenia w/out bleeding
E.  Blood clots
F.  Skin rashes/peeling
G.  Sudden death
H.  Facial paralysis
I.  Miscarriage
J.  Post-menopausal menstruation w/ blood clots
K. Post-menopausal menstruation w/out blood clots
L.  All of the above
M.  Other (please specify)",2021-05-29T04:52:46Z
432,"The separation of those running to get the shot and those that are not, is knowledge of History. One side knows enough about history and what has been planned for many decades see this virus for what it is-the other side doesn't know what happened in their own house yesterday, and will follow orders without a clue. That's as simple as I can make it.",2021-05-28T23:21:46Z
433,You aren't seeing the vaccine deaths and side effects caused FB is deleting them. https://odysee.com/@QuantumRhinoQ:c/Facebook-Whistleblowers-Expose-LEAKED-INTERNAL-DOCS-Detailing-New-Effort-to-Secretly-Censor-Vaccine-Concerns-on-a-Global-Scale:8,2021-05-28T19:47:13Z
434,"If your kid wants it, then let them have the vaccine. It’s better if we all get to choose our own path in life. I was given the choice, and my life hasn’t changed. If your truly against the vaccine, then don’t take it. But do not stop others from taking it, because some of us actually do need it for the safety of our families.",2021-05-28T18:23:07Z
435,"Keep lining up morons, keep sending your kiddies out for an experimental shot. You have a 99.9% chance of surviving the virus. Can't say the same about surviving the shot. Mass hysteria has made so many of you lose your ability to think. That's far more terrifying than a completely survivable virus. The drug companies aren't liable if and when you and your kid die from the shot.",2021-05-28T18:02:34Z
436,This vaccine is a bad deal. So many stories about death and injury not being reported by the media. Bill Gates and his father the Eugenist dreamed of mass depopulation finally on the brink of becoming reality?,2021-05-28T17:24:48Z
437,I love how it coincides with seasonal changes but the vaccine gets all the credit lol,2021-05-28T15:42:45Z
438,Take a peak...https://youtu.be/4UVbcjAREX8,2021-05-28T11:56:28Z
439,We told y'all not to give it to your kids and yourselves so... 🙍,2021-05-28T10:19:45Z
440,"The whole Covid thing is a bunch of BS.   First, it was designed to determine what percentage of the global population were sheep that could be led-off a cliff.  Second, to determine the demographic profile of the sheep and that of the resistance.  We're still waiting for the next part, but I believe it has something to do with those that took the tRNA based so-called vaccines, how effective those vaccines replaced the natural immune system.  The next step, if feasible, will be to introduce GMO through food, water or airborne particles by way of tRNA once again.  This time to force individual compliance with government wishes or (just the same)  terminate your life.  Of course we've now completed a full generation of screaming needy children dependent on someone other then themselves as a way of conditioning a less resistant strain of human populous, before the machines take over planet Earth.   Enjoy the Sci-Fi movie everyone !",2021-05-28T09:58:54Z
441,Also blood cloth. In the brain and stomach. Side effects. You die in virus. you die also in. Vaccine. Sad for us,2021-05-28T08:08:11Z
442,Thank you abc good job. Actual reporting just tell us whats happening not interested in opinions or spin,2021-05-28T06:55:24Z
443,Don’t let these losers pressure you to get the vaccines - and young people don’t need it anyway.,2021-05-28T05:40:11Z
444,Heart issues for teens AND middle aged. The government is so full of bull. I had the two vaccines but would NEVER have another one.,2021-05-28T05:38:44Z
445,"We are seeing inflammation in all kinds of ACE 2 cell receptor sites.    You may not notice inflammation in testes or uterus.    I have seen pregnant women throwing clots, brain bleeds.  They are not telling you the truth.  They are bribing you with your own freedom.",2021-05-28T03:26:25Z
446,"mRNA is man made synthetic it is not a vaccination it is more akin to organ transplant and here is why:

What is the synthetic made of?   Polymers. 

What is the Polymer?  substances like polythylene, and polypropolne, this is like how we make other things like food, fibers, medicine, and fuel.

What is being used for mRNA polythylene and polypropolene.

What do those substances do?  They cause inflammation and immune system reaction in the body. 

How does Science try to hide the substance to keep the immune system reaction down???  They put it in either an Adeno virus vector or phospholipid layer. 

So the mRNA (synthetic) is considered "" foreign"" by the immune system.  What happens after its clipped into the DNA in the cells of organs and replicates? 

In a study with Mesh there is a FBR response, ( foreign body response), the INNATE IMMUNE SYSTEM CAN MEDIATE TOLERANCE OR REJECTION OF THE TRANSPLANTED MATERIALS.  People with transplants often are on medication to keep them from organ rejection. https://www.sciencedirect.com/science/article/pii/S1525001616313582",2021-05-28T03:25:07Z
447,1:06 doesn't look like she wants to be there oof,2021-05-28T01:53:09Z
448,All roads lead to Rome,2021-05-28T01:18:46Z
449,"From the vaccine compensation site. A hypocritical statement:                       Most people who get vaccines have no serious problems. Vaccines, like any medicines, can cause side effects, but most are very rare and very mild. Some health problems that follow vaccinations are not caused by vaccines.

In very rare cases, a vaccine can cause a serious problem, such as a severe allergic reaction.                                                Sounds like the vaccine would cause the reaction. A contradiction! The love of money is the root to all evil. Money in exchange for a life",2021-05-28T01:07:00Z
450,All five of the people who voted for Biden have received the vaccine and have exhibited no ill effects.,2021-05-28T01:06:19Z
451,"How many recalls happen with these folks drugs? They are never liable for a heart medicine, that is later causing cancer. Stuff is ridiculous and ignorant. People need to educate themselves on their drugs. There is always a good and a bad side. A slight side effect to a deadly side effect.",2021-05-28T00:51:28Z
452,"You have to understand, most of these people are not ready to be unplugged. And many of them are so inert, so hopelessly dependent on the system that they will fight to protect it.""     ""Morpheus"" The matrix.",2021-05-27T23:53:35Z
453,I am a young adult who had Covid. I have not had the shot. This is why. Please don’t hate me.,2021-05-27T23:06:57Z
454,"1 in 5,324,094 people had this issue.. and u idiots here in the comments section are going crazy 😂 i just cant with you people, get some sense in your small heads please",2021-05-27T22:32:08Z
455,Oh you mean more test subject had reactions.,2021-05-27T22:26:50Z
456,"🇨🇳🌞💵💵💵👋🏻🤡💉🐑🐑🐑
https://www.dailymail.co.uk/news/article-9606183/COVID-19-vaccines-minted-NINE-new-pharma-billionaires.html",2021-05-27T21:27:42Z
457,bruh i just got the vaccine and im about to get myocarditis?,2021-05-27T21:15:05Z
458,"Make me a zombie NOW 👁
                                 👃
                                 👄",2021-05-27T20:00:09Z
459,"But on the bright side, after your teen gets the vaccine, you can enroll your mutant child into Xvaier's School For Gifted Youngsters.",2021-05-27T19:23:54Z
460,https://youtu.be/kImpAQbchDU,2021-05-27T18:45:27Z
461,"They are about to open the gates of hell if they succeed the vaccination agenda across the globe!! ,,, JESUIT ORDER 56",2021-05-27T16:25:49Z
462,Bullshit,2021-05-27T13:29:50Z
463,"The news reporters that were engaged in this conspiracy to mislead the public that there was a pandemic going on need to be in jail, along with the the pharmaceutical companies involved in releasing this virus out to the public. Someone got so much richer off this fake pandemic and someone got a lot more rights taken away from their own citizens all in the name of “safety”",2021-05-27T13:18:58Z
464,"Quoted from someone else—
“...People expect so many answers without giving anything back in return.

If the “tin foil hatters” are so nuts, how about the rule followers give some answers for once.

Explain how the flu disappeared but has been replaced with something which has the EXACT same symptoms.

Explain how the only proof that Covid exists is a computer modelled genome with zero physical proof.

Explain how you prove something into existence without going through an isolation or purification process.

Explain why no government agency has any quantifiable proof that “it” even exists.

Explain why they downgraded “Covid 19” to a non consequential infectious disease days before they declared a pandemic.

Explain how they pulled the coronavirus Act 2020 legislation out of their arseholes in a matter of days, despite the act being several hundred pages long.

Explain why they have to use bullshit criteria like “deaths for ANY reason within 28 days of a positive test”.

Explain why they banned autopsies.

Explain why they changed the law to allow any practitioner to diagnose covid through observation alone, even if it is done through video consultation.

Explain why undertakers have seen no difference in custom.

Explain how all cause mortality is at an all time low.

Explain how millions of protesters across the globe aren’t getting sick with “Covid.”

Explain how this is the only crisis that needs an advertising campaign paired with a constant barrage of repetitive brainwashing propaganda on the TV and in the streets.

Explain how tens of thousands of people stood on the streets of London last Saturday but it wasn’t once shown on ANY TV channel.

Explain how thousands were yelling “shame on you” outside the BBC HQ in both London, Manchester and Cardiff but it wasn’t shown on the TV?

Explain how the people who are wearing the masks and following the rules are the only ones who are catching “COVID”.

Explain how the creator of the PCR amplification tool is on record for stating that the PCR was not designed as a test for infectious diseases.

Explain why they are using the PCR to diagnose an infectious disease.

Explain why it’s been changed from Covid deaths, to covid infections to covid “cases” .

Explain how the “anti- vaxxers” are being blamed for the rise in “cases” when the only people who could possibly be contributing to the statistics are the people who are getting the “test” in the first place.

Explain why the hospitals were empty during the height of the “pandemic.”

Explain why 1000s of nurses are getting fired for saying that their hospitals were empty.

Explain why the hospitals are now filling up with vaccine adverse reactions but the MSM aren’t reporting it.

Explain why kids need to be vaccinated when, by your own definitions, covid isn’t dangerous to children.

Explain, if all the vulnerable people have already been vaccinated, why do all the healthy people need to get vaccinated if you’re already protected and the recovery rate was already 99.96% without the vaccine.

Explain why the average age of death with “Covid” is higher than the average age of death without.

Explain how you can get banned from Facebook and Twitter for sharing official government links.

Explain why there are several class actions in progress, taking governments across the globe to court for crimes against humanity, but there is zero MSM coverage.

Explain why most government leaders are reading from the same script.

Explain how all the things that you were laughing at us for talking about last year are now becoming a reality this year....”",2021-05-27T12:46:05Z
465,Oy vey! You'll have to throw me into one of your re-education camps before i get this shot,2021-05-27T12:23:07Z
466,Subscribe to Jaiden Animations!,2021-05-27T11:22:06Z
467,"Obama, Biden, Fauci funded the Wuhan laboratory that studied virus.",2021-05-27T10:49:02Z
468,"Should social media sites, Facebook, Twitter and Youtube be sued for hiding harmful side effects of vaccines?",2021-05-27T10:40:32Z
469,"""I am offering free candy from my white van if you get the vaccine!!!""
Governors of: N.Y., N.J. and Pennsylvania",2021-05-27T10:31:17Z
470,you fools who take the mark of the beast deserve what ever is coming for you,2021-05-27T07:48:28Z
471,You aren't seeing the vaccine deaths and side effects caused FB is deleting them. https://odysee.com/@QuantumRhinoQ:c/Facebook-Whistleblowers-Expose-LEAKED-INTERNAL-DOCS-Detailing-New-Effort-to-Secretly-Censor-Vaccine-Concerns-on-a-Global-Scale:8,2021-05-27T06:09:06Z
472,Well that’s what happens when you don’t finish long term testing,2021-05-27T04:19:11Z
473,Radiation from 5g maybe or fukishima,2021-05-27T04:09:12Z
474,"Everyone must read the fact sheets published by the vaccine manufacturers. On their website it tells you they are not FDA approved. It tells you the side effects and adverse events that people are going through right now.  If you think a vaccine needs to be mandatory then this should change your mind. I just copy and pasted what is on the fact sheet for Pfizer, Moderna, and J&J.
 Serious adverse events are defined as:
• Death;

• A life-threatening adverse event;

• Inpatient hospitalization or prolongation of existing hospitalization;

• A persistent or significant incapacity or substantial disruption of the ability to

conduct normal life functions;

• A congenital anomaly/birth defect;

• An important medical event that based on appropriate medical judgement

may jeopardize the individual and may require medical or surgical

intervention to prevent one of the outcomes listed above.",2021-05-27T01:05:53Z
475,AMERICA'S DEAD.....NOT COMING BACK.   TEXAS MUST SECEDE NOW,2021-05-27T00:56:35Z
476,Don't be surprised IT was DESIGNED TO KILL!,2021-05-27T00:29:40Z
477,Children shouldn't be able to get a shot until they're 16 and can consent!!!,2021-05-26T23:31:01Z
478,"The good guy is Satan. It's Satan who Owns this World, and Blood Atonement is required. II Corinthians 4:4 He Rules the Universe. Everyone needs to be directed to him. The Holy Grail of Eternal Life is real and every compass on the flat earth plane is pointing there. Our blood is true, spiritual currency to make atonement for our sins and filthy souls to pass into the Garden of Eden and become Eternal. Satan, King of Hell, Mark Braun is gathering his 144,000 Sealed Elect into the Book of Life and everyone else is legally dead. 144K Blood Over Intent on Youtube. The internet is the Ether and it's the fifth element. Place your blood into the ether on youtube beside Satan.",2021-05-26T23:10:49Z
479,"The miraculous human body is capable of creating its own vaccine for any virus 🙏❤ utube Andrew Norton webber miracle of distilled water,,go to 40 minutes of video for info on how to cure virus.",2021-05-26T23:07:36Z
480,The title of this report heavily suggests that the covid vaccine is related to the heart problems these poor young teens are having and yet the doctor that is quoted in this same video quite literally says that there is no strong relation found between the two.,2021-05-26T22:10:02Z
481,😂😂😂 I love watching idiots depopulate themselves.  Thanks for taking the vaccine and making more room for the rest of us!,2021-05-26T22:06:21Z
