,comments,dateStamp
242,I ' m waiting really the should be it not just the . People would probably have more people if it was by the . Right now there is too many that are unsure of the side . I don ' t want to put my in danger when they don ' t even know the side . And for anybody to force or bully anybody to get the it ' s not right .,2021-05-25T01:07:42Z
243,"If you do not want grand , then giving the vaccine to your should be fine . Make . Bill happy .",2021-05-25T01:01:47Z
244,"Total depopulation of humanity . This is all demonic doing . Along with his demon tribe . He spoke about depopulation ago and how it would look like a virus just like the one at present . ’ t it coincidental ? The whole world had millions of people die already . Yet , he to shut down the sun . I don ’ t think so ... Almighty God is in control . should not be with a trial injection . Why do they keep saying vaccine ? It was never by . Just ridiculous that are being with unknown crap that will totally alter their which is a fact and ruin them altogether .",2021-05-25T00:59:57Z
245,Thank God we have the real in the when they ’ t working their minimum wage .,2021-05-25T00:59:02Z
246,The MARK of the BEAST may be coming next !,2021-05-25T00:58:11Z
247,It ' s a sad day to see that no one God ... the life and truth is in the blood ... yet taking from an garden gnome who funded a lab to unleash a on humankind ... Follow the science 💴😷💉,2021-05-25T00:57:09Z
248,"If you ’ re against but still stop at red even when nobody is around , waiting for the light to tell you when you can go , you need to question why you ’ re mad about one and not the other .",2021-05-25T00:56:36Z
249,So .... just keep sacrificing the while you investigate .,2021-05-25T00:51:24Z
250,"to use of 28 to confirm vaccine "" breakthrough "" an . But 40 is still for "" covid "" in unvaccinated ! * Ha ha ! How obvious can this get ?*",2021-05-25T00:47:16Z
251,It you wonder if the other are keeping it hush like many here in the U . S .. People are making great money in this ya know .,2021-05-25T00:42:55Z
252,"Why do I get this feeling that a year or two down the line , it ' s going to be that this vaccine was a huge mistake ...",2021-05-25T00:41:13Z
253,The same who told us for that don ' t cause health 👀,2021-05-25T00:38:36Z
254,🚫💉🚫😷,2021-05-25T00:33:22Z
255,I am not an anti but ……. Until the are proved safe I will not get one . But then again I am in and we freak out if we have one local transmission 🇦🇺🇦🇺,2021-05-25T00:32:34Z
256,Thats why I ' m not getting,2021-05-25T00:31:47Z
257,It a bit crazy the US apparently forgotten there is still a pandemic going on .,2021-05-25T00:30:07Z
258,Talk to your Doctor first !,2021-05-25T00:27:55Z
259,"Check out the chosen the first season show the life of , free in the Store",2021-05-25T00:26:57Z
260,I ' m 33 and after I had covid I was these . After my vaccine it was so bad I went to hospital thinking I was a heart attack which I ' t thank God . One week after my second shot no more and feel better than ever .,2021-05-25T00:24:57Z
261,the ' ' and ' transparency ' in the same sentence is laughable C ' mon man,2021-05-25T00:23:39Z
262,What is the in that stuff,2021-05-25T00:23:11Z
263,Stop it don ' t let them test on your this is what,2021-05-25T00:20:21Z
264,This experimental booster cult is getting really weird . Are you all going to start wearing the same ?,2021-05-25T00:19:49Z
265,Stop lying .. is crack cocaine ...,2021-05-25T00:19:16Z
266,this virus supposed to be dangerous to older people and people with a immune system ... what ...,2021-05-25T00:18:51Z
267,People they ’ re being transparent keep up with the data,2021-05-25T00:18:27Z
268,TELL THE TRUTH . ALL MATTER ... ARE NOT ACCEPTABLE . WE SHOULD HAVE INFORMATION IN ORDER TO MAKE INFORMED .,2021-05-25T00:17:25Z
269,This lady have the to say she is not concern as a mother over something like this .,2021-05-25T00:17:20Z
270,The young are not at risk so why risk an experimental vaccine ??,2021-05-25T00:14:11Z
271,get blood and men get heart ..,2021-05-25T00:11:50Z
272,Just follow the data people ... .. 🤦🏻‍♀️ This is what transparency is about ... people of all of the good & bad . Stay safe everyone & have a marvelous evening . 💕💕💕💕💕💕💕 💕,2021-05-25T00:11:33Z
273,I want to get mine but I may end up waiting a bit longer because of this . I ' m for but I think are going to be worried about the vaccine because of this .,2021-05-25T00:10:33Z
274,This is insane . Did mankind learn nothing from past ? There are 0 long term on this & the are astronomical . There is just not enough known .,2021-05-25T00:09:38Z
275,"Funny how some of the media ( like ) is running the White House they today regarding interim data on Covid , while other news ( to their credit ) are breaking wide open the lab story and virus coming from that lab ( funded by , , - , . right ?)",2021-05-25T00:08:04Z
276,"Human guinea willingly get "" the jab "" before doing some actual research .",2021-05-25T00:07:36Z
277,How is it possible that are going so great and basically getting COVID now is borderline impossible to do … yet we are only at 38 % fully ? OH ! I hear you already …. 65 % of people have at least one shot … so you ’ re saying 1 shot is good enough . .,2021-05-25T00:06:25Z
278,Just waiting for to admit covid came from a lab in . & the are in the process of confirming ... so at some point the at will have acknowledge the truth 💯🤣🖕🏽,2021-05-25T00:04:18Z
279,Atrium The Chamber . Great . Our .,2021-05-25T00:04:00Z
280,"It ’ s rare because the Covid - 19 vaccine is New and a lot Unknown about it yet !!!!! More will come out later ! And yes it should make question everything about these covid vaccine ! It is Not even ! It can not be until all the science , research & development , clinical , and are done ! And this ’ t deter any one from getting the covid vaccine or it ? Here is just one side effect , a lot more is still not known about the covid vaccine ’ s ! Wow !",2021-05-28T15:27:07Z
281,When there is a growing number of people getting Covid although they have been fully me serious Concern for the safety and Effectiveness of this extremely New way of experimental Human Drug Consumption ! I am Not an Anti - ! I do try to be a critical thinking and reasonable person and I think that there are way too many to be able to confidently get that without being worried about long term . Long term are a very legitimate reason for concern .,2021-05-25T13:30:02Z
282,So much for being safe ! Don ’ t get the vaccine,2021-05-25T02:38:02Z
283,you are actually this,2021-05-24T23:45:49Z
284,It be the v !,2021-05-24T22:37:46Z
285,1 % chance of death from covid 10 % chance of death from long term of covid,2021-05-24T22:01:03Z
286,Don ' t get the vaccine .,2021-05-24T21:46:54Z
287,Its not a vaccine ... its a weapon .... that is being used on dumb people ..... Its working properly .,2021-05-24T21:46:09Z
288,My friend took the vaccine and had a heart attack .,2021-05-29T18:59:04Z
289,"Understand everyone and if you research which is something people must do , to stop believing everything everyone you . But these two are listed as . This is what Trump told you when getting a vaccine . Not some experimental drug . But stupid people do stupid . These two and have been around for a long time . And these two are safe but these coming out are not ' d they are experimental WAKE EVERYONE DO YOUR RESEARCH AND STOP BEING LAZY .",2021-05-29T15:25:15Z
290,:// academic . logos . / the - covid - vaccine - - 666 - written - all - over - it - and - why - that - doesnt - matter - according - to - revelation /,2021-05-29T14:38:23Z
291,"Once the 5G is across test run , and in few to cause damage to the in form of and instant death , they then to attribute the cause of to a virus . Since the will definitely occur first in , being the first City to roll out 5G , laboratory , Trump , , for Disease Control and Prevention ( ), Bill World health Organization then prepared a highly contagious Covid - 19 and it amongst the people so that they can easily attribute the cause of death to .",2021-05-29T14:38:06Z
292,Anyone have an idea why are like this ? And not .,2021-05-29T02:28:37Z
293,"You ’ re an idiot if you got it , plain and simple . Should wait to see what adverse effects it on that got it , not be an idiot yourself !",2021-05-29T02:15:13Z
294,Shame on you for not giving background information . Keep feeding the stupid who know nothing about science .,2021-05-29T02:11:11Z
295,Myocarditis often in people who have had Covid and is much worse . This fishy . How do you know these people ’ t already have Covid ?,2021-05-29T02:09:59Z
296,Correlation ' t equal causation .,2021-05-29T01:56:28Z
297,Well I ' t die so ... moving on to more cat,2021-05-29T01:52:21Z
298,And this is why you don ' t get a vaccine with only of testing,2021-05-29T01:37:08Z
299,lo got u sheep,2021-05-29T01:16:13Z
300,"That ' s job security in the medical industry , your the cash cow . Now let ' s look at their - that them , the news media and the government , your . Who told you it was bull and you crucified them ??? ' t that Sen . Rand , who ' s now getting death ? always run over the cliff to their untimely demise ..",2021-05-29T01:13:50Z
301,"Hopefully the vaccine will kill even more than the supposed "" virus """,2021-05-29T00:59:13Z
302,it ' s quite Possible .. that I am very glad i ' m not to get these rushed . i ' never been worried about covid ..,2021-05-28T22:39:47Z
303,You media pushing the vaccine with heart and death too come on you put in you know the rest,2021-05-28T22:18:58Z
304,Just fired my hairdresser for being,2021-05-28T19:04:02Z
305,"It to my son and we took him to the ER . it and calling it "" mild "" is b . s . You only can say that when it ' t happen to someone in your family .",2021-05-28T18:04:06Z
306,No,2021-05-28T16:26:56Z
307,I ' m is this video . I know twitter ' t allow it .,2021-05-28T16:08:13Z
308,There ' s no way those young will have or live to see them .,2021-05-28T14:55:21Z
309,Enjoy your lab rat experience .,2021-05-28T12:05:18Z
310,Watch this ... :// . be / 4UVbcjAREX8,2021-05-28T11:50:05Z
311,Blood cloth also have side effects so sad .,2021-05-28T08:09:34Z
312,I think the world is an experiment to these .. I believe people taking these are sides effects and the ’ t want to admit it .. shame on them,2021-05-28T06:19:04Z
313,This less than attractive lady doctor should just stop talking . I ’ had ONLY since . Don ’ t let your have this vaccine .,2021-05-28T05:36:16Z
314,"I have seen a lot of bleeding , brain , and seeing some pregnancy ' s throwing , people who just got the shot and then severe illness . Myocarditis in teens ??? are you ? is man made synthetic it is not a vaccination it is more akin to organ transplant and here is why : What is the synthetic made of ? . What is the Polymer ? like , and , this is like how we make other like food , , medicine , and fuel . What is being used for and . What do those do ? They cause inflammation and immune system reaction in the body . How does Science try to hide the substance to keep the immune system reaction down ??? They put it in either an virus vector or layer . So the ( synthetic ) is considered "" foreign "" by the immune system . What after its clipped into the in the of and ? In a study with Mesh there is a response , ( foreign body response ), the INNATE IMMUNE SYSTEM CAN MEDIATE TOLERANCE OR REJECTION OF THE . People with often are on medication to keep them from organ rejection . :// . . / science / article / / S1525001616313582",2021-05-28T03:29:54Z
315,,2021-05-28T02:44:15Z
316,This is very real as I am no longer getting my second one .. 2020 had a stress test on my heart done past with colors after illness .. 8 test throughout the last year and half due too working non stop as an essential worker not one positive test .. first time being sick in 17 was 2019 with an unknown respirator infection after flu and standard test at an urgent care .. may2021 received my first shot health no prior I can no longer breath deep without pain . ultra sound is ordered for the heart by my primary . people you know your body best stop listening too or health department be responsible for yourself yes this vaccine many but feeling like I have broken after a shot and nothing can be done but be added too a report then told no its not related how much the government and ' t tell you .. side effects are real and I pray not like this forever 3 and counting now and no end in site,2021-05-28T02:24:05Z
317,"So , young people have heart inflammation from the vaccine . But older people have no heart from the vaccine ?",2021-05-28T01:04:13Z
318,My father two after getting the vaccine . He had a heart attack and was dead in . The father of a person I work with got blood on his brain .. another person I work with of a heart attack,2021-05-28T00:26:00Z
319,This is why vaccine need to liable to damages to make . Please change the people and protest the vaccine ..,2021-05-28T00:00:00Z
320,The fact that is even on this .....,2021-05-27T23:05:29Z
321,🎵 In the year 2525 ...,2021-05-27T21:27:32Z
322,"I , it to NEWS when impact is significant enough / impossible to hide . These are only known confirmed . Not sure what else will come as side effect of this vaccination later . I have been observing high blood pressure and fatigue since I got . It is been few already with no improvement . I suspected this as a side effect of vaccination ( I could be wrong ) but not confirmed yet by the doctor . Such ( like high ) are silent and need to detect it early .",2021-05-27T21:04:12Z
323,Way to not have a story . Have a down vote you,2021-05-27T20:29:43Z
324,Well it ' t a propaganda ad to get people to take the vaccine .,2021-05-27T20:29:35Z
325,"I was once a Herpes patient , but now I have finally got rid of it with the help of . he is a great traditional doctor you can also get your self with this same remedy stay safe . . on & herpes . you can view his channel for more .",2021-05-27T20:27:58Z
326,"Stop talking nonsense ! Probably that was a previous condition , and since it is better to repeat like a parrot than investigate , here we are assuming and talking without knowing .",2021-05-27T20:25:55Z
327,"Doubly , and my heart fine . Been doing intense high intensity interval training to help me increase my endurance and for up all across the Northern 48 . No here . Don ' t let yourself worry about these .",2021-05-27T20:24:47Z
328,You can tell it ' s all propaganda when don ' t question these and act like they are full in this vaccine and promote it as if they are the making money out of it . I ' d be more confident if they were not so against .,2021-05-27T20:22:19Z
329,yet people bash us that make the choice not to get this crap into our like no,2021-05-27T20:19:03Z
330,""" Possible ,"" yeah .",2021-05-27T20:18:42Z
331,Imagine getting a vaccine for a 99 . 9 % survival chance,2021-05-27T20:17:01Z
332,This woman should go to jail way more than 14 people have . She is breaking her license responsibility for political,2021-05-27T20:15:57Z
333,over a 130 million are by now . and 14 / 130 million ? =. 00001077 % But also those are not greater then what was going on before the vaccine .... ? Maybe we should listen to everything and not just one or two . Also over 65 % of are over weight or obese . I am not sure of the exact there but that was the number I believe around 2 ago ... So I am sure it is even greater now . I am sure our fast food and other unhealthy we do does not contribute to those ....,2021-05-27T20:14:03Z
334,knew it,2021-05-27T20:12:24Z
335,I love how everyone who got the vaccine is like “ I got mine and I ’ m just fine ” yea it ’ s been like a week have you ever of long term effects ?,2021-05-27T20:10:31Z
336,My wife had a resting heart rate of 140 for the day after the second vaccine . We had a trip to the ER and basically just .,2021-05-27T20:06:21Z
337,I ' m not getting it .,2021-05-27T20:02:46Z
338,It ' s fault !!!,2021-05-27T20:02:09Z
339,WHY CANT PEOPLE JUST LISTEN TO TRUMP !,2021-05-27T19:58:19Z
340,A rushed vaccine can cause more than it . Why are we ?,2021-05-27T19:56:28Z
341,U all are a bunch of stay lab,2021-05-27T19:55:37Z
342,"My always told me "" just because everyone else is doing something , ' t mean you have to "". God Bless her on her foresight , don ' t follow the .",2021-05-27T19:53:11Z
343,"Please see case brought by 1 , 000 and 10 ,, 000 medical against and WHO . case that the code is being and the contents of the are very dangerous . They state Bill , , and to - 19 and to the Vaccine",2021-05-27T19:49:05Z
344,Why do these comment attract ?,2021-05-27T19:31:55Z
345,"STOP SPREADING FEAR ! First you us all to get the vaccine , now your just feeding us about how deadly it is .",2021-05-27T19:31:11Z
346,Hi 🤖’ s 👋,2021-05-27T19:29:33Z
347,Funny this up after my chest tingling,2021-05-27T19:24:35Z
348,🙏🏽💞 🌚,2021-05-27T19:21:55Z
349,"Find some real news to present ! If there is a "" firm link "" then fine talk about it !",2021-05-27T19:13:56Z
350,It ’ s 18 now and rising . Stop vaccine side effects !,2021-05-27T19:13:32Z
351,"Don ' t forget that the are all "" experimental "" and none of them are yet .",2021-05-27T19:09:32Z
352,"But the “ vaccine ” is safe , all those people dying ’ t dying from an experimental drug .",2021-05-27T19:05:01Z
353,"I love how people treat the like they know what they ' re talking about . They ' re government . No better than the or . Wake up people . They are just as incompetent , just as inept . Stop treating the like they ' re knowledgeable and scrutinize what they say . When you look it up for yourself , you see what and they are .",2021-05-27T19:05:01Z
354,when your catchy headline video more than you know you done up . Just lost any and all respect for news I had left . Stop this please .,2021-05-27T19:00:50Z
355,""" possible "" ... Come in news ... Just want the all for the . "" This just in the sky is blue """,2021-05-27T18:59:56Z
356,"The say it all . Oh , and Don Lemon is a straight up DEMON .",2021-05-27T18:58:18Z
357,vaccine following more of blood,2021-05-27T18:56:53Z
358,They post this a couple days after I got my vaccine 👌🏻,2021-05-27T18:55:48Z
359,"They literally say there is no more of this heart inflammation disorder showing up in than up in a given year in the general population normally , and yet here we ' got 1000 in the who all think this is some kind of breaking news the vaccine is unsafe .",2021-05-27T18:53:26Z
360,"People are against , and I respect that . To those , stop eating hormone , water , and , air filled with carbon dioxide ( breathe right ?). This Country is toxic and it always will be . Make self based . Stop with = Zombie movie . 😷 Mask up and be safe .",2021-05-27T18:49:28Z
361,Only an idiot would get !,2021-05-27T18:45:11Z
362,"14 out 168 million and people are out over it . do you people not realize any medication you take can give you side effects ? Look at the box of you take and you will see a list a mile long of "" potential "" side effects .",2021-05-27T18:45:07Z
363,"It to my friend nephew . 20 old . Ended up at the ER , just like so many of the teens that got it .",2021-05-27T18:44:47Z
364,:// . be /,2021-05-27T18:44:13Z
365,is corrupt just like every other part of our government .,2021-05-27T18:43:34Z
366,Wait until people start dying of heart and who never had any health before taking the vaccine !,2021-05-27T18:34:27Z
367,"The media , we dont care what u think . Later .",2021-05-27T18:33:59Z
368,this is why I ’ t get it .,2021-05-27T18:30:34Z
369,"How many people had the , Bird flu , N1H1 and or the Swine flu vaccine ? Did you get sick ? I plan on waiting for a better incentive to be , perhaps if the virus is that abundant or strong ’ t it be a law , similar to as have to in order to attend public ? I don ’ t want to argue with anyone it just odd , especially as it ’ s free , flu ’ t free and child are also not free , . Again not here to name call or argue , only allegedly my opinion .",2021-05-27T18:21:52Z
370,I ’ m going to give this a little bit longer to be into it then I ’ make my appointment to get the shot . Plus I get really of like this because a dude already got enough health 😂,2021-05-27T18:20:50Z
371,"It ’ s been around 500 , 000 since last ! Vaccine , spike and 72 other in it . Vaccine is the pandemic not covid . Get ready . In a couple people will start dying . Don ’ t take ’ s 2 - shot !!!",2021-05-27T18:16:34Z
372,. is such a Cougar,2021-05-27T18:13:50Z
373,"squat exercise : THIS EXERCISE IMMUNITY SIGNIFICANTLY The exercise is simple : exhale unforced , pinch your nose with two ( the mouth remains closed ) and squat until it becomes difficult to continue without breathing . After the exercise , breathe exclusively through the nose , breathing in as little as possible , until your breathing becomes calm . In the beginning , you usually manage to squat 5 to 20 times at a time without taking a breath , this on your health condition . Less than 10 is bad . More than 20 is excellent . After your breathing down , repeat the exercise 3 to 5 times . Repeat this series of a few times a day . , the number of should be around 300 per day . Make sure that the degree of the exercise remains pleasant . training significantly immunity and against viral . This was clinically proven during research at the First Medical Institute in 1983 .",2021-05-27T18:08:30Z
374,"Myocarditis is well known in long COVID and in who had a seemingly “ minor ,” of COVID19 . It may be related to a vasculitis ( inflammation of the small blood in the myocardium ( heart muscle ) an / or an response , the body self because the spike protein to the receptor , present in blood . Some are more susceptible than . The do better than non with the condition . Author is an .",2021-05-27T18:06:51Z
375,"Revelation 13 : 16 - 17 ( ) And he all , both small and great , rich and poor , free and bond , to receive a mark in their right hand , or in their : And that no man might buy or sell , save he that had the mark , or the name of the beast , or the number of his name . Revelation 19 : 20 ( ) And the beast was taken , and with him the false prophet that wrought before him , with which he them that had received the mark of the beast , and them that his image . These both were cast alive into a lake of fire burning with brimstone .",2021-05-27T17:52:18Z
376,""" Not Greater Than the Background Rate "" Translation : We a catchy headline to suck people in without any real story .",2021-05-27T17:49:07Z
377,"THIS IS A THING YOU NEED TO KNOW !!! ( this ' t really a thing , but while you ' re here , click Subscribe !).",2021-05-27T17:48:03Z
378,I got my first dose and da second day I had heart pain,2021-05-27T17:47:55Z
379,there will be more and more from them . Those company ’ s just put anything out to rake in that money .. y ’ all dumb for taking them,2021-05-27T17:38:29Z
380,"Wake up this vaccine is nothing more than a tool to depopulate the world . People are dying form it and many have all of health after it . Do not let the media , and off to to sell their soul who instill fear in an effort to get more sheep .",2021-05-27T17:38:17Z
381,hey i was wondering why my chest was hurting a few days after my second dose . Went away tho . Thanks for doing your,2021-05-27T17:37:57Z
382,"Oh look at that , the vaccine is killing people , who would of",2021-05-27T17:36:26Z
383,GOOD,2021-05-27T17:35:41Z
384,I already have an unhealthy heart so yeah I ’ m not taking any . Sorry 🤷🏻‍♂️,2021-05-27T17:33:29Z
385,"Nothing can compare the joy in my heart for being free from this terrible disease Herpes , for a long time I suffer from it not until I saw a review on how on someone from Herpes .. I contact him and bought his medicine lucky for me I was and free , : iyerespelltemple1 @ . :+ 2348106427180",2021-05-27T17:31:25Z
386,If many of us ' ' knew of heart inflammation with this vaccine ... a long time ago ... they surely must have known !,2021-05-29T15:55:16Z
387,Flu are only about 60 % effective and people take them yearly . Flu have rare side effects too that may you but people still take their flu . I don ' t see this is being any worse . Myocarditis with or without . 2 % of of sudden teenage find myocarditis .,2021-05-27T17:52:31Z
388,Some ignore so they might not let their or guardian until its to late,2021-05-26T05:22:30Z
389,"Death by without a parachute w / c0vid ---> c0vid death Death just after getting the shot ---> """""" just a coincidence """"""",2021-05-25T19:10:34Z
390,"If I die before I wake . I pray to the lord , my soul to take .",2021-05-25T18:51:08Z
391,Corona virus live update :// . be /,2021-05-25T18:15:24Z
392,What The News ’ t Telling You Right Now 👇 :// . . / watch ? v = X2M -,2021-05-25T13:19:52Z
393,"media in the US won ' t even call , . How can they with this .",2021-05-25T11:27:15Z
394,Anyone with the Covid19 vaccine needs to be tried for against .,2021-05-25T11:04:20Z
395,:// . be / plfh2IdruLs Real story,2021-05-25T07:25:14Z
396,"Of this guy were my pediatrician and I him say this , we ’ d be finding another doctor .",2021-05-25T02:14:46Z
397,"F you , no sticking that creepy questionable crap into my arm let alone myself .",2021-05-25T02:12:12Z
398,A small number is all they ' re willing to disclose .,2021-05-25T02:01:26Z
399,"This is not a rare problem . The government is trying to cover it up . As more and more innocent get the gene therapy , we will see a huge rise in these inflammation , leading to multiple . Just watch .",2021-05-24T21:07:53Z
400,"I can ' t believe people watch this trash , I just to see how the lying sob ' s twist it !!! Keep watching sheep you can get on the train real soon !!",2021-05-24T19:50:10Z
401,Any are one too many . Your talking about people ’ s . So they are considering some people ? What are they pushing this vaccine 💉 the jab ? They ’ t telling people everything !,2021-05-24T17:57:18Z
402,! These not been tested long enough and we do not know what the side effects will be long - term,2021-05-24T17:33:46Z
403,My point is why was this not set up front before they start screaming to have the ?,2021-05-24T17:32:23Z
404,So they still want to vaccinate even though it can cause heart and they do not know the long - term effects ? This is a because the new variant very quickly if you ' re not so that leaves all of our 12 and below at risk and they don ' t seem to care about that because we are dropping the mask mandate .,2021-05-24T17:31:08Z
405,"""... Probe Of Rare Heart Inflammation In ( Covid ) Teens "" us , the people of , to redouble our to rapidly find out at any given moment , even while On - Line , who among us are unwittingly contagious ( i . e . - symptomatic or asymptomatic ) in order to # for them to call their doctor and to self - quarantine per in of stopping this pandemic instead of more # . Thus , we ' re for the best while for the worse - case scenario of the B . 1 . 1 . 7 lineage and like the P . 1 , B . 1 . 135 , B . 1 . 351 , B . 1 . 429 , B . 1 . 525 , & B . 1 . 617 . 1 - 3 lineage combining to render current COVID no longer effective .",2021-05-24T17:05:39Z
406,"Thank You Father God for Your amazing love and grace . I pray that you meet the needs of anyone reading this comment , help them to choose you till you return In name I pray . Amen .",2021-05-24T16:47:29Z
407,Heart inflammation and are a very common side effect of the vaccine among ALL of people taking it .,2021-05-24T16:47:15Z
408,The loss of 100 ' s of is a LIE,2021-05-24T15:48:46Z
409,"The Brit think it is related . But , this unemployed doctor is better than them surely . This guy is rich and white ! Trust him . C ' mon man !",2021-05-24T15:36:55Z
410,1 2021 😊,2021-05-24T14:51:58Z
411,Alternative media is saying do not take the vaccine ... they are right .,2021-05-24T14:31:30Z
412,media will bury this story by,2021-05-24T14:29:31Z
413,with the vaccine ? No ' t be they said it was safe 😆,2021-05-24T14:25:17Z
414,Is it a small number if it to your ?,2021-05-24T14:15:44Z
415,"Nonsense ! I am in the cardiology hospital in Dunstable hospital and next to me there is a Lord from next to me , who was with the vaccine . got 27h after the second dose . There are currently 6 people here who got a new heart after vaccination . I secretly like a nurse . I don ' t want to scare you , but who to know the truth . And don ' t be by the media .",2021-05-29T20:15:49Z
416,The were corrupt from the start he and the testing and the number of inaccurate death .,2021-05-29T15:57:09Z
417,30 have a day in the last 4 from the vaccination that is currently happening . this is according to the of adverse reaction to in the . to put in perspective . close to 3500 people have and been as . in 2018 150 people as a result of adverse reaction to given in a whole year 12 . these are coming from,2021-05-28T04:56:22Z
418,Covid is man made thanks,2021-05-27T23:31:23Z
419,I just got my first dose I can barely breath now i wish I never got it but my forced me to take it,2021-05-27T22:39:21Z
420,young people that don ' t need it is criminal .,2021-05-27T19:08:55Z
421,So these ’ t have any prior and after getting the shot they had a heart issue but they ’ re trying to say it probably ’ t linked to the vaccine ?!! What ?!!,2021-05-27T18:41:12Z
422,"given that the pandemic was a event , ' t it stand to reason that the vaccine would into a apocalypse",2021-05-27T17:02:40Z
423,good luck getting any help You your life away before you took the vaccine you can ' t hold the company accountable ... I will not take the vaccine ... ever,2021-05-27T15:45:44Z
424,""" Just several dozen "" better than 36 .... If it was your child , I don ' t think you would be to know that their HEART MUSCLE was enlarged mildly . propaganda as usual trying to head off any and your before the public to demand . Everyone relax , nothing to see here .",2021-05-27T13:16:26Z
425,Subscribe to !,2021-05-27T11:21:37Z
426,,2021-05-27T10:22:10Z
427,"amazed the media will even report on this , usually they just do their best to shill . Maybe one day we ' get actual that mention stuff like the of people who ' from corona after taking the corona vaccine ... oh who am I , you already know they ' d never betray the at the or WHO or China",2021-05-27T07:04:50Z
428,2 . 0 will commence soon .,2021-05-27T06:50:11Z
429,is a joke ! 🇺🇸🇬🇧,2021-05-27T06:05:55Z
430,... Nobody to the except you ! 🤡🤡🤡,2021-05-27T06:05:39Z
431,Making me regret getting this vaccine,2021-05-27T02:24:56Z
432,"If by "" "" you mean "" to sweep under the rug .""",2021-05-27T02:11:36Z
433,You be the sheep to take this vaccine .,2021-05-27T02:05:31Z
434,"Yes , get your information from a "" news "" source that ' t understand basic grammar .",2021-05-27T01:19:26Z
435,"Everyone must read the fact by the vaccine . On their it you they are not . It you the side effects and adverse that people are going through right now . If you think a vaccine needs to be mandatory then this should change your mind . I just copy and pasted what is on the fact sheet for , , and J & J . Serious adverse are defined as : • Death ; • A life - threatening adverse event ; • Inpatient hospitalization or prolongation of hospitalization ; • A persistent or significant incapacity or substantial disruption of the ability to conduct normal life ; • A congenital anomaly / birth defect ; • An important medical event that based on appropriate medical may jeopardize the individual and may require medical or surgical intervention to prevent one of the listed above . :// . . / . ? id = 14471 & format = &- page = 12",2021-05-27T01:11:29Z
436,' S DEAD ..... NOT COMING BACK . MUST SECEDE NOW,2021-05-27T00:55:37Z
437,"💕💕💕💞 If you are reading this :💕💕💕💞 BE BLESSED WITH AN AWESOME LIFE !!!! x 1 , 000 , 000 !!!!💞💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕",2021-05-27T00:50:19Z
438,What this world come too ?,2021-05-27T00:08:44Z
439,"So , all the people that rushed to get an under tested vaccine are now the same people suffering side effects ? Weird . Almost like people them about this .",2021-05-26T23:35:00Z
440,"The miraculous human body is capable of its own vaccine for any virus 🙏❤ webber miracle of distilled water ,, go to 40 of video for on how to cure virus .",2021-05-26T23:05:10Z
441,"Notice how they emphasize “ rare ” ?? , I hope all the who exposed this in the past get re - . All of a sudden it ’ s now for the news to report what was already known ago ? While people got and for it ?!",2021-05-26T22:12:07Z
442,"Psalm 119 : 113 - 120 113 I hate vain : but thy law do I love . 114 Thou art my place and my shield : I hope in thy word . 115 Depart from me , ye : for I will keep the of my God . 116 Uphold me according unto thy word , that I may live : and let me not be ashamed of my hope . 117 Hold thou me up , and I shall be safe : and I will have respect unto thy continually . 118 Thou trodden down all them that err from thy : for their deceit is falsehood . 119 Thou away all the wicked of the earth like dross : therefore I love thy . 120 My flesh for fear of thee ; and I am afraid of thy . Psalm 119 : 163 163 I hate and abhor lying : but thy law do I love .",2021-05-26T21:55:06Z
